caption,comments,category
"moodylocations
•
Follow
📍𝗗𝘂𝗱𝗵𝘀𝗮𝗴𝗮𝗿 𝗪𝗮𝘁𝗲𝗿𝗳𝗮𝗹𝗹𝘀 - 𝗚𝗼𝗮🍃👇🏻
ഇന്ത്യയിലെ ഗോവ സംസ്ഥാനത്തിലെ ഒരു വെള്ളച്ചാട്ടമാണ് ദൂധ്സാഗർ വെള്ളച്ചാട്ടം.310 മീറ്റർ [ 1017 അടി ] ഉയരമുള്ള ഈ വെള്ളച്ചാട്ടം മാണ്ഡവി നദിയിലാണുള്ളത്. ഗോവയുടെ തലസ്ഥാനമായ പനാജിയിൽ നിന്നും 60 കി.മീ അകലെയായാണ് ഈ ദൂധ്സാഗർ വെള്ളച്ചാട്ടം സ്ഥിതിചെയ്യുന്നത്.

മഴക്കാലത്ത് ഈ വെള്ളച്ചാട്ടത്തിലേക്കുള്ള പ്രവേശനം താൽക്കാലികമായി നിർത്തി വെക്കാറുണ്ട്. ഒക്ടോബറോടെ പ്രവേശനം അനുവദിക്കും. ഇന്ത്യയിലെതന്നെ ഏറ്റവും മനോഹരമായ വെള്ളച്ചാട്ടങ്ങളിൽ ഒന്നാണ് ദൂധ്സാഗർ വെള്ളച്ചാട്ടം.

റോഡുവഴിയും റെയിൽ വഴിയും ഈ വെള്ളച്ചാട്ടത്തിനരികിൽ എത്തിച്ചേരാൻ സാധിക്കും. കുലേം തീവണ്ടിനിലയമാണ് ദൂധ്സാഗറിനോട് ഏറ്റവും അടുത്തുകിടക്കുന്നത്.

ഏറ്റവും അടുത്തുള്ള റെയിൽവേ സ്റ്റേഷൻ കർണാടകയിലെ ഉത്തര കന്നഡയിലെ കാസിൽ റോക്ക് ആണ്. സന്ദർശകർക്ക് ഇവിടെ നിന്ന് ട്രെയിനിൽ കയറി ദൂദ്സാഗർ സ്റ്റോപ്പിൽ ഇറങ്ങാം. സഞ്ചാരികൾക്ക് പ്ലാറ്റ്ഫോം പ്രതീക്ഷിക്കാവുന്ന ഒരു സ്റ്റേഷനല്ല ദൂദ്സാഗർ റെയിൽ സ്റ്റോപ്പ്. യാത്രക്കാരും സന്ദർശകരും റെയിൽ കമ്പാർട്ടുമെൻ്റിൻ്റെ കുത്തനെയുള്ള ഗോവണിയിലൂടെ 1-2 മിനിറ്റ് ഷെഡ്യൂൾ ചെയ്യാത്ത സ്റ്റോപ്പിൽ കയറണം.

ഈ റെയിൽ സ്റ്റോപ്പിൽ നിന്ന് സന്ദർശകർക്ക് വെള്ളച്ചാട്ടത്തിലെത്താൻ ട്രാക്കിലൂടെ ഒരു കിലോമീറ്ററോളം നടക്കണം. 200 മീറ്റർ ട്രെയിൻ ടണലുണ്ട് അത് തികച്ചും ഇരുണ്ടതാണ്.
✍️|| @moodylocations

🎥|| @dopjoby

Follow|| @moodyexplore.in @moodylocations

#kurumbalakotta #reelsinstagram #parunthumpara
#reels #mountainrailway #mettupalayam
#explore #chappara #mahroofmg #trending
#athirappilly #reelitfeelit #Vaalpara #malakkappara
#instareels #kudajadri #thamarasserychuram #kolukkumalai #viral #aanayadikuth #reelsindia
#moodyexplore_
#instagramreels #yathrika #explorepage
#reelsvideo #keralagodsowncountry #trendingreels
#instagram #keralaphotography
Govind Vasantha, Chinmayi · Kaathalae Kaathalae
 
Govind Vasantha, Chinmayi · Kaathalae Kaathalae
 
3 people","😍😍😍😍
Soon🙌🔥
❤️
🥹🤌💚
😍❤️
😍
Only this vibe can me move on ❤️❤️
😍❤️❤️
❤️❤️❤️❤️
Pure nostalgia ❤️❤️❤️❤️❤️😢😢
😍😍
@exotic._mithun_ ✨😇",emotional
"swarikaandaditya
•
Follow
I’d a like a travel partner—chilled, with a dash of adventure & good playlist!

Tag yours below!
.
.
#travel #travelpartner
swarikaandaditya · Follow
 
swarikaandaditya · Follow
 ","😍🙌🙌
Bas travel partner ki kami hai 😢
❤️😍
Traveling world with my world... Inception of worlds
@anojthapa ❤️
@seasonal_bliss_29
With my @whoisbetssy 💚🤍
@_shiikhar want to travel world with u <3
@nanditaa_7 ✨
@akshi_janaksingh 🧡
@i.vxrshx
@abrahammlyt_ 💗
@upa.sana.02
@suhana.jpeg",emotional
"purgypengoon
•
Follow
⚠️🖐️
follow me @purgypengoon for more funny content!

#cartoon #funny #comedy #animation #purgypengoon #pudgypenguins #cute
vorp.bleh · Original audio
 
vorp.bleh · Original audio
 
pudgypenguins","😍😂
😂😂😂at least my screen is clean ty🙌
You little punk, I’ll teach you a lesson!
😂😂
😂
😍😍
😍😂😂
🤪
Bweh",Entertainment
"morecouplesss
•
Follow
I’m glad we met. I hope you stay around for a long time.
•
•
•
#couplegoals #boyfriend #relationshipgoals #love #girlfriend #couplememes #couplelove❤️ #relationship #bf #gf #bfmemes #gfmemes
morecouplesss · Original audio
 
morecouplesss · Original audio
 
Houston, Texas","I've kissed that guy in the past. 🤣
How they kiss on love island
❤️
Exactly how my hubby kisses me. I literally almost passed out one day. He thought: Whoah she's really into it! I can really feel her moving around and getting into it!
Kiss ❌ Eat✅
French kiss❌️ camel kiss ✅️
😂
The masculine urge to swallow face
Why do they do this, an ex said to me I can breathe through his mouth....what?! To make a point, I tried, it sounded like blowing raspberries. 😂😂😂
Kiss ❌️Suffocation✅️
😂😂😂
Hes trying to get her bubble gum...
Thats my hubby😂😂",entertainment
"thefellowss
•
Follow
Mention Your Best Friend 😒
.
.
.@thefellowss

.
.#humor #bestfriends #reelkarofeelkaro #bestfriendsforever #tagyourfreinds #malebestfriend #femalebestie #irritated #viralreels #viralmeme #viralkro #memesdaily #memepage #funny #instareels
Shreya Ghoshal, Abhijeet · Dhoom Taana
 
Shreya Ghoshal, Abhijeet · Dhoom Taana
 ","😂❤️
❤️
😂😂😂
❤️🥹
😂
😂😂
🥰
😂😂😂😂😍😍😍😍
😂😂😂😂😂😂😂😂😂😂😂😂😂😂
@rojeena____dahal 😙
@abhira_ki_diwani15 😂💖 bubu bubu.... Sun rhi Ho kya....
@justt_vaishuu_187 🙂😅",entertainment
"thegumboworld
•
Follow
tough guy by day, teddy bear by night

follow @thegumboworld for more!

-

#fyp #trending #memes #animation #relatable #wholesome #illustration #digitalart #memeart
thegumboworld · Original audio
 
thegumboworld · Original audio
 ","Lmaoo
Ditimang timang cintaku sayang💅🏻
Ucul benerrr gakuaaatt😢😢
No my husband is just baby everywhere he goes
@fernan.paredes te amo
@4rii.ptra
@umayumcaaaa 😗
@hannz1759 🥺🤏🏻
@colee.21
@_alienn_brain_
@abdlarif__ 😙❤️
@ugh.syklae Mu nk tuju kt ak sbnrnyee ork?
@dormjerk tag ah biar malu
@kam_dot_a @hansul_ansar @prasanth__2069
@jo_the_kiddo myy bbyy!😚🎀🤧💋!",Entertainment
"yelyzaveta_dmitriieva
•
Follow
Switzerland
•
•
•
All rights reserved. 2025
Yelyzaveta Dmitriieva
•
•
•
#switzerland #nature #travel #mountains
arabella.stokes · idea 22 — gibran alcocer
 
arabella.stokes · idea 22 — gibran alcocer
 
Switzerland","😍😍😍
😍😍
😍
😍😍😍😍
🕊
❤️
❤️😍
This is incredible 😍🏔🩷🌱
😍😍❤️
❤️❤️🥰",travel
"ranjitraut_227
•
Follow
relatable
.
.
.
.
#relatable #ranjitraut_227 #couple #relationships #relationshipgoals #girlfriend #boyfriend #couplegoals
ranjitraut_227 · Original audio
 
ranjitraut_227 · Original audio
 ","😂😂
😂👏
😂
Uja❤️
🐒
🤣🤣🤣👏👏👏
Chepi 😊🙌
an❌ always✅
@swatii.swamy uske baad lagti h madem ko bhookh 🫣🤣🩷❤️ uske baad happy happy happy
@_ma_ri_ahh_ 🦄
@nyce_george 😂😂
@devika.s.sajan 😮
@evelyn_darngawn__
@swea_219",entertainment
"mebikerr
•
Follow
📍Nanemachi Waterfall, Maharashtra🌿

Repost not allowed🚫 Story shares are appreciated✅

#incredibleindia #maharashtra #waterfalls #nature
mebikerr · Original audio
 
mebikerr · Original audio
 
2 people","😍😍
😍
😍😍😍
❤️
😍😍😍😍
😍😍😍😍😍
🔥
❤️❤️❤️
😍❤️
❤️❤️❤️❤️🔥❤️",emotional
"theone_ee_
•
Follow
🧿🪬Make my boys @satyampaghdar @manavvv.1010 go viral 😂🙂‍↔️🧿

#explorepage #fyp #exploremore #friendship #fypシ #foryoupage #trendingreels #explore #malefriendship #reels #trending #viral #friends #viralreels #thodisidaaru
AP Dhillon, Shreya Ghoshal · Thodi Si Daaru
 
AP Dhillon, Shreya Ghoshal · Thodi Si Daaru
 
2 people","😂😂
❤️
Me😂😂
@vedaantt_ravalll._ 😎💀
@prakash_2_7 😮‍💨💙
@mr.69.rapport @__zn4zz
@anuvrathrastogi @_simplyvasu @not__lakshya__ @none.butparth118 🙂
@anweshak_maiti_ @sohamsaha365
@_parth_2793_arora_ @_parshant_garg
@_.lilyfrost Tya sati friend pn tashi pahije na..😂🤦 Swatala baghitla na tu arshat..😁
@aadi._.srivastava @whos.neyy 😔
@abdulhannan_shk3 @f4ke_mm 😂
@dark__humor.69 @premium_aryan31 😭
@harsh_.pandit1 @rohan.dl82 😭
@_manish_b__ @vashistha_vinayak 😭😂",entertainment
"doodle.cradle
•
Follow
Which kind are you?

Follow @doodle.cradle for more:)

{ Rakshabandhan , Rakhi , brother , sister , fighting , siblings , love }

#rakhi #rakshabandhan #siblings #happyrakshabandhan #brothersister #rakhispecial #siblinglove #siblinggoals #piku_reels
Lata Mangeshkar, Mukesh · Je Hum Tum Chori Se
 
Lata Mangeshkar, Mukesh · Je Hum Tum Chori Se
 ","😂
😂😂
😄😄😄😄
Awesome 😍
❤️
🙌😂
Me also😂😢
🤣😝
😂🙌
🙂",entertainment
"earlylearne.r
•
Follow
Here is how:

I called this method: “ The digital detox “.

Here is how you do it:

Step 1:

Remove ALL your phone notifications.

Step 2:

Don’t bring the phone to your bedroom.

Step 3:

Turn off your phone when you want to study/work.

Step 4:

Unfollow all model and meme accounts.

Step 5:

Create new hobbies to replace social media.

Step 6:

If you aren’t following this account, we will probably never meet again. If you are, congrats, you are growing every day.

Follow:🚀@earlylearne.r ❤️
Daily Mindset, Discipline and growth Tips.
__________________________________________________
★Double tap
★Comment
★Tag
★Share
★Save
__________________________________________________
.
.
.
.
.
#earlylearner #goalsetting #successsecrets #successmindset #beyourbestself #personalgrowth #lifechanging #motivation #northeastindia #dehradun #uttarakhand #mindset #success #explore #socialmedia #instagramgrowth #growth #northeast #explorepage #fyp #wifimoney #rich #mindset #luxurylifestyle #money #millionaire #SelfMastery #HighPerformanceMindset #IntentionalLivina #GrowthMindset #discipline
ANDROMEDA, elysian. · MONTAGEM COMA
 
ANDROMEDA, elysian. · MONTAGEM COMA
 
earlylearne.r","🔥🔥🔥👏🙌
👍🏻
❤️❤️❤️❤️❤️
Method 😂
Phone mein clock hai woh konsi app se install karu
My tip: sell ur phone
What if we study by phone🤔
I have already killed phone addiction 😮‍💨
Bhai ek hi room h, phone ko shoe rack me rkhu bahar? 🥲🥲
So i dont watch 😂
Why so serious about this… Better uninstall Instagram
Send me this reel 💪
But wait we are seeing this reel on the phone 🤳
Bhai log telegram me ek Naya agent mili hai luto sab koi 4 task degi ek task ka 130 rs 3 task complete hone ke baad me 299rs ka recharge karne ke liye bolegi wo to recharge kar lena recharge karke 4 task karna aur 899rs account me leke usko block kar denaAdd kaha se Mila puchi to Instagram bolna aur loot lo sab koi ATE217 YE MESSAGE KARNA USKODAILY LIMITED SLOTS HI RAKHTI HAI WOTelegram Id- @Sweta_kumari90",motivation
"amanzeez
•
Follow
Mehnat barbaad gyi 🥹 #relatable

#rakshabandhanspecial❣️ #funnyreelsvideo #funnymoment #rakshabandhancomedy
Leo Twins · Sanson Ki Mala (Instrumental)
 
Leo Twins · Sanson Ki Mala (Instrumental)
 ","Ooo bhaiii 🥺🤣🤣🤣
😂😂😂😂
😂
😂😂
😢
😂😂😂
😢😢😢
😂👏
Bhai me tera drd samjh sakta hu 😢
🙌😂",entertainment
"golden_pabloescobark
•
Follow
He might not know what Rakhi is…but he is the one who guards my heart with every heartbeat ❤️

Pablo’s rakhshabandhan outfit from @fur_villa

#happyrakshabandhan #fureverprotector #rakhicelebration #rakhivibes #rakhi2025 #dogmom #doglover #doglove #happydog #cutedog #dogoftheday #dogbrother #siblings #goldenretriever
Neha Kakkar, Rochak, Arijit Singh, Rochak Kohli · Tu Hi Yaar Mera
 
Neha Kakkar, Rochak, Arijit Singh, Rochak Kohli · Tu Hi Yaar Mera
 
fur_villa","😍😍😍
😍😍😍😍😍😍😍
💓💓🧿🧿
Cute❤️
😍😍
❤️❤️❤️❤️❤️
❤️
So sweet
Loveeee the vibrant colour of Pabu baby's shirt.. vibing with his energy ❤️❤️🙌🙌🙌
Aww❤️
❤️❤️
Cute 🥺",entertainment
"_me_and_my_bestie_1
•
Follow
Mention ur Bestfriend ❤️‍🩹❣️
.
.
.
.
Follow :- @_me_and_my_bestie_1
.
.
#bestievibes #bestiegoals #bestieforever #bestielifeline #bestieheartbeat #bestielub #bestiemyeverything #trending #bff #bestfriends
#trendingreels #trendingsongs #alightmotionediting #alightmotion #besties
#bestiequotes #bestieedits #bestielove #bestieforlife
_me_and_my_bestie_1 · Original audio
 
_me_and_my_bestie_1 · Original audio
 ","❤️😍
😂😂
Cb h 👻
130
@sanjukta_662 😂
@preetii_gurjar__ 🙂🤣
@miss_____yogi 😂😂
@hemangi_kilje1219 😂😅
@mystical_dimples_828 😂
@ll.official_bunny_026.ll 🤭😄🫣
@pragyajaiswal__2429
@swara.lipi15 relatable😝❤️
@aparna_thakur_21 😼🤭
@pooja_sahani_25 😂
@kirtimehta49",entertainment
"lifelinematters
•
Follow
4M+ Views, follow along🦩 🍿🎬 : Puss in Boots (2011) is a spin-off film that follows the charming and cunning cat Puss in Boots as he teams up with Humpty Dumpty to steal the famous Goose that lays the Golden Eggs.
🍿🎬 : Shrek 2 (2004) is the sequel to the original Shrek film, where Shrek and Fiona travel to Far Far Away to meet her parents, the King and Queen, but things get complicated as Shrek struggles to fit in with royal life and a plot by Fairy Godmother threatens their happily ever after.
🎞️ : Scene 1 from Puss in boots
🎞️ : Scene 2 from Shrek 2 #shrek2 #pussinboots
lifelinematters · Original audio
 
lifelinematters · Original audio
 ","😂😂😂😂me
This is soo accurate 🤌🏻
Well well me & my Nora😂😂😂
My niece 🤌🏻
HE SENT ME THIS & LIKED THIS REEL. AAAAAAHHHHHHHHH I still havent shown him my other side yet 😭
Meu 🤭
Why do yall always say she? Just say her
I fall for thaw meaw😂
@moushmeeeee
@_cath____y 🚶
@mis_cantaloupe_ 😌
@ft.j_ni
@shruuuu_t 🙂😆
@ka_vya_ku_mar
@mi.nz_z 😗😭💎",entertainment
"sarcasticpahadiye
•
Follow
उत्तराखंड :
धरती कांपी… और सब कुछ पल में मलबा बन गया।

उत्तरकाशी का खूबसूरत गांव धराली, जो कभी हरी-भरी वादियों में बसा शांत और स्वर्ग सा लगता था, अब तबाही की दर्दनाक तस्वीर बन चुका है।

सिर्फ 1 मिनट से भी कम वक्त में ज़िंदगियाँ उजड़ गईं, घर मिट्टी में मिल गए, और सन्नाटा सब कुछ निगल गया।

तस्वीरें देखकर रूह कांप उठती है…

💔 ये सिर्फ एक गांव नहीं था, ये कई सपनों का घर था।

🙏 आइए मिलकर प्रार्थना करें धराली के लोगों के लिए — और आवाज़ उठाएं ताकि ऐसे इलाकों में सुरक्षा और सहायता समय पर पहुंच सके।

📢 Share करें, ताकि ये संदेश और दर्द हर दिल तक पहुंचे।

#Uttarkashi #Dharali #NaturalDisaster #PrayForUttarakhand #EmotionalPost #SaveTheHills #DisasterAwareness
sarcasticpahadiye · Original audio
 
sarcasticpahadiye · Original audio
 ","Oh God ,please save our ppl 🙏🏻
ओ३म् शांति । 🙏🏻🙏🏻🙏🏻
This is so heartbreaking 💔 May god give them strength to heal from this horrible loss 😢
😢😢😢
😢
😢🙏
😂
😢😢😢😢😢😢
Om shanti 🙏🏻❤️
🥺🥺🥺🥺🥺",emotional
"arey_rawat
•
Follow
1M view 🏔️

#reelsinstagram #explorepage #explore #reels #exploremore
arey_rawat · Original audio
 
arey_rawat · Original audio
 ","😍😮
😍
😍😍
😍❤️
❤️
❤️❤️
😍😍😍
😍😍😍😍😍
❤️🔥🔥🔥",emotional
